movieId,avg_rating_item,quantity_item,likability,title,year,genre,cost
364,3.7775,200,0.1684467223783439,The Indian in the Cupboard,1995,Adventure,1451
367,3.070063694267516,157,-0.49272501813835085,Eye for an Eye,1996,Drama,454
370,3.0522388059701493,67,-0.4452698850845617,Mr. Holland's Opus,1995,Music,1368
371,3.25,20,-0.23870209295793834,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,Comedy,598
372,3.0588235294117645,34,-0.4252232538625503,Two If by Sea,1996,Comedy,1629
377,3.566666666666667,180,-0.03056585448838458,Bio-Dome,1996,Comedy,1390
382,3.1052631578947367,19,-0.45324566574194985,Lawnmower Man 2: Beyond Cyberspace,1996,Action,953
405,2.3125,16,-1.175991674771616,Two Bits,1995,Drama,778
410,3.1506849315068495,73,-0.40978420688675354,Gazon maudit,1995,Comedy,678
454,3.4727272727272727,110,-0.08749034838485432,Friday,1995,Comedy,550
457,3.9530516431924885,213,0.337739610669111,From Dusk Till Dawn,1996,Horror,650
468,3.303030303030303,33,-0.199172694520808,Fair Game,1995,Action,339
474,3.8625,80,0.2603139116020676,Kicking and Screaming,1995,Comedy,2127
480,3.7062043795620436,274,0.1050519372231626,Les misérables,1995,Drama,616
485,2.8867924528301887,53,-0.5579674354713231,Bed of Roses,1996,Drama,1050
497,3.9833333333333334,60,0.4103737226422733,Big Bully,1996,Comedy,2240
500,3.4673202614379086,153,-0.0842597528786943,Screamers,1995,Horror,2199
508,3.6686046511627906,86,0.13221820149378002,Nico Icon,1995,Documentary,477
509,3.75,78,0.16944349095939112,The Crossing Guard,1995,Drama,1104
515,4.043478260869565,46,0.4903675036830896,The Juror,1996,Drama,1138
527,4.30327868852459,244,0.6304548648178282,?????? ????,1995,Family,504
537,3.05,10,-0.48749323298092867,Things to Do in Denver When You're Dead,1995,Drama,387
539,3.428,125,-0.11913635396007667,Antonia,1995,Drama,1129
550,3.272727272727273,11,-0.33092622571098607,Once Upon a Time... When We Were Colored,1996,Romance,413
551,3.65,90,0.13375099396352763,Last Summer in the Hamptons,1995,,137
552,3.14,50,-0.35537549103837085,Angels and Insects,1995,Drama,544
585,3.073170731707317,41,-0.40225230720139304,White Squall,1996,Action,1007
586,3.112403100775194,129,-0.38614427237635696,Dunston Checks In,1996,Adventure,590
587,3.3253968253968256,126,-0.21233275801355433,Black Sheep,1996,Comedy,232
588,3.6744186046511627,215,0.07520071665638388,Nick of Time,1995,Crime,213
589,4.006329113924051,237,0.3627604229495882,The Journey of August King,1995,Drama,1158
590,3.717821782178218,202,0.12148845346588005,Mary Reilly,1996,Drama,102
592,3.3979591836734695,196,-0.17763609192001306,Vampire in Brooklyn,1995,Comedy,928
593,4.1381578947368425,304,0.48275140379125886,Beautiful Girls,1996,Comedy,1538
616,3.4642857142857144,42,-0.04671317382940846,Broken Arrow,1996,Action,1352
661,3.6320754716981134,53,0.01119183296654098,A Midwinter's Tale,1995,Comedy,867
720,4.0,45,0.4484859957273107,La Haine,1995,Drama,783
60,2.828125,32,-0.7320083174507649,Shopping,1994,Action,1242
247,3.6511627906976742,43,0.12162087559261127,Heidi Fleiss: Hollywood Madam,1995,Documentary,32
267,2.730769230769231,13,-0.7889336356077365,City Hall,1996,Drama,45
318,4.487138263665595,311,0.795429957460305,Bottle Rocket,1996,Comedy,1014
355,2.2051282051282053,39,-1.21564945133609,Mr. Wrong,1996,Comedy,741
595,3.75,176,0.1379732686684246,Unforgettable,1996,Drama,1189
736,3.25,150,-0.2860968722767097,Happy Gilmore,1996,Comedy,808
778,4.141129032258065,124,0.5003013918466794,The Bridges of Madison County,1995,Drama,1137
866,3.8703703703703702,27,0.3090218990649929,Keiner liebt mich,1994,Drama,336
1197,4.208588957055214,163,0.5244695785665128,Muppet Treasure Island,1996,Action,331
1210,4.059907834101383,217,0.4043141655268611,Catwalk,1995,Documentary,753
1235,3.784090909090909,44,0.2060269287188623,Headless Body in Topless Bar,1995,Crime,1677
1271,3.7,40,0.1484466716520351,Braveheart,1995,Action,308
1378,3.25,28,-0.2400266093908534,Taxi Driver,1976,Crime,72
1580,3.663157894736842,190,0.07762076956779122,???,1995,Crime,115
1721,3.332317073170732,164,-0.26406277698296104,Before and After,1996,Drama,426
1884,3.625,44,0.10973199647984139,Margaret's Museum,1995,Drama,699
2028,3.945026178010471,191,0.27943232493205833,Le Bonheur est dans le pré,1995,Comedy,1600
2318,4.326086956521739,23,0.8110164395982709,Anne Frank Remembered,1995,Documentary,319
2513,3.0277777777777777,18,-0.38057213314061383,The Young Poisoner's Handbook,1995,Comedy,674
2694,3.3448275862068964,29,-0.013753572239510164,If Lucy Fell,1996,Comedy,493
2702,2.880952380952381,21,-0.6423857653331003,Steal Big Steal Little,1995,Comedy,837
2716,3.761904761904762,147,0.17792762256367353,Race the Sun,1996,Action,704
2762,4.018134715025907,193,0.37633243251641396,The Boys of St. Vincent,1992,Drama,1360
2841,3.7954545454545454,22,0.2578305715708245,Boomerang,1992,Comedy,495
2858,4.236363636363636,220,0.5427541005904606,????,1994,Drama,727
2959,4.178217821782178,202,0.5309722639411081,L'uomo delle stelle,1995,Drama,1832
3243,2.375,8,-0.9517427924312805,Flirting with Disaster,1996,Comedy,324
3510,3.5609756097560976,41,0.1505043547873655,The NeverEnding Story III,1994,Fantasy,960
3949,3.869565217391304,69,0.1962469703157486,??? ??????,1994,Drama,752
5349,3.5223880597014925,134,-0.06283304199303093,Jupiter's Wife,1995,,736
5669,3.913793103448276,58,0.3218123682609224,Pie in the Sky,1996,Comedy,1340
6377,3.80327868852459,122,0.18671767621343946,Angela,1995,Comedy,831
7153,4.127840909090909,176,0.4130791299832961,Frankie Starlight,1995,Drama,505
7361,4.122641509433962,106,0.45926653990001104,Jade,1995,Action,947
8622,3.5652173913043477,46,-0.011746200884089281,Nueba Yol,1995,Comedy,1067
8636,3.625,84,0.04559617773699013,Sonic Outlaws,1995,Music,820
27369,3.5,2,0.0285744732675679,Down Periscope,1996,Comedy,1071
44191,4.013698630136986,73,0.38205321797306674,From the Journals of Jean Seberg,1995,Documentary,508
48783,3.875,4,0.7272220930960843,Man of the Year,1995,Comedy,776
50068,4.045454545454546,11,0.5670237116745556,The Neon Bible,1995,Drama,1026
58559,4.235537190082645,121,0.48198761530326384,Target,1995,,1667
84236,4.0,1,0.43137254901960764,Up Close & Personal,1996,Drama,314
34,3.6013513513513513,148,0.013356799989006752,The Birdcage,1996,Comedy,830
112,3.295918367346939,49,-0.22109875940792859,Gospa,1995,Drama,954
141,3.5806451612903225,93,-0.06144071710652756,The Brothers McMullen,1995,Comedy,1685
173,2.5642857142857145,70,-0.9518768361579085,Bad Boys,1995,Action,307
260,4.221649484536083,291,0.5259116555198062,The Amazing Panda Adventure,1995,Action,1122
289,3.4642857142857144,14,-0.037975474304794705,The Basketball Diaries,1995,Drama,1696
329,3.3508771929824563,114,-0.28518762035419,An Awfully Big Adventure,1995,Romance,459
380,3.515151515151515,198,-0.06904974297663645,Amateur,1994,Crime,668
431,3.671875,32,0.1162882046894798,Apollo 13,1995,Drama,1279
434,3.0849056603773586,106,-0.4761260365760059,Rob Roy,1995,Adventure,1076
435,2.463636363636364,55,-0.9881854316409098,The Addiction,1995,Drama,1266
440,3.561111111111111,90,0.01856074379141588,Batman Forever,1995,Action,1731
442,2.968421052631579,95,-0.5374134286105217,Belle de jour,1967,Drama,903
464,3.111111111111111,9,-0.5145214054541981,Beyond Rangoon,1995,Drama,1836
541,4.037671232876712,146,0.4100842962204754,Blue in the Face,1995,Comedy,63
594,3.6619718309859155,71,0.12860458721229293,Canadian Bacon,1995,Action,462
596,3.5833333333333335,66,0.05595126689340972,Casper,1995,Fantasy,467
610,3.3484848484848486,33,-0.28653108185135734,Clockers,1995,Mystery,766
858,4.4875,200,0.7868795578201322,Congo,1995,Action,1525
903,4.22463768115942,69,0.5267340234181381,Crimson Tide,1995,Action,1248
910,3.946969696969697,66,0.31490158061358997,Crumb,1994,Documentary,610
913,4.387096774193548,62,0.6586399267954246,Desperado,1995,Thriller,1404
919,3.9572649572649574,117,0.3351972219636833,Devil in a Blue Dress,1995,Drama,1828
1011,3.611111111111111,9,-0.1374293533977608,Die Hard: With a Vengeance,1995,Action,1355
1016,3.1,10,-0.520022120146255,The Doom Generation,1995,Action,653
1022,3.5636363636363635,55,0.04177377258215839,Feast of July,1995,Drama,1202
1028,3.8141025641025643,78,0.27197641335797834,First Knight,1995,Action,236
1030,3.2222222222222223,18,-0.3210833317302539,Free Willy 2 - The Adventure Home,1995,Adventure,2248
1031,3.5,22,-0.015397360657156123,Hackers,1995,Action,328
1032,3.6122448979591835,49,0.03697069728327822,Jeffrey,1995,Comedy,789
1033,3.5238095238095237,21,-0.042997050676212525,Johnny Mnemonic,1995,Adventure,132
1036,3.8642384105960264,151,0.238602257855127,Judge Dredd,1995,Science Fiction,458
1073,3.7533783783783785,148,0.1556836448286925,Jury Duty,1995,Comedy,1977
1079,3.9719101123595504,89,0.36618301782709983,Kids,1995,Drama,233
1089,4.162878787878788,132,0.4628634474047323,Living in Oblivion,1995,Drama,47
1097,3.76875,160,0.1645324589564589,Lord of Illusions,1995,Mystery,782
1125,3.4107142857142856,28,-0.15363382173435666,Love & Human Remains,1993,Comedy,1783
1127,3.612676056338028,71,0.03988713690524795,Mad Love,1995,Drama,79
1136,4.224137931034483,145,0.5436750759526873,Mallrats,1995,Romance,1413
1194,3.7333333333333334,15,0.14054812754841578,Mighty Morphin Power Rangers: The Movie,1995,Action,575
1196,4.232905982905983,234,0.5480341262544235,Moonlight and Valentino,1995,Comedy,405
1198,4.193181818181818,220,0.5088257487689698,Mute Witness,1995,Thriller,864
1200,3.924,125,0.28950347352872435,Nadja,1994,Horror,1660
1206,4.0,121,0.31464626916639493,The Net,1995,Crime,186
1208,4.138392857142857,112,0.4735318792925409,Nine Months,1995,Comedy,693
1213,4.202290076335878,131,0.49057572215418305,Party Girl,1995,Comedy,1267
1214,3.9881889763779528,127,0.3280884257253803,The Prophecy,1995,Fantasy,1086
1219,4.253246753246753,77,0.5477469690268408,Reckless,1995,Fantasy,1051
1220,3.893617021276596,94,0.23346556864928356,Safe,1995,Drama,533
1222,4.033653846153846,104,0.4191335062578933,The Scarlet Letter,1995,Drama,273
1225,4.155,100,0.5158032923385443,The Show,1995,Documentary,916
1230,4.09375,80,0.4313379892201862,Showgirls,1995,Drama,909
1240,3.9588607594936707,158,0.3105346116923314,Smoke,1995,Comedy,1159
1243,4.045454545454546,22,0.4230522788569539,Something to Talk About,1995,Comedy,430
1257,3.8125,24,0.29694242797431697,Species,1995,Science Fiction,230
1258,4.02970297029703,101,0.41432452895583355,The Stars Fell on Henrietta,1995,Drama,867
1259,4.09375,112,0.4630177962951043,Strange Days,1995,Crime,200
1265,3.8393939393939394,165,0.19574583480277807,Les parapluies de Cherbourg,1964,Drama,770
1270,4.015486725663717,226,0.3387281649087748,The Tie That Binds,1995,Thriller,262
1278,4.087837837837838,74,0.44910469217010285,Three Wishes,1995,Drama,1230
1282,3.7578125,64,0.1384450329151598,Total Eclipse,1995,Drama,1295
1285,3.80327868852459,61,0.23634800511042112,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,Comedy,1606
1288,4.085365853658536,82,0.4260891911191773,Under Siege 2: Dark Territory,1995,Action,1537
1291,4.017006802721088,147,0.38172626907609586,Unstrung Heroes,1995,Comedy,1466
1298,3.6458333333333335,24,0.00449430697388518,Unzipped,1995,Documentary,1586
1307,3.9195402298850577,87,0.26881949263857413,A Walk in the Clouds,1995,Drama,154
1332,3.5,7,-0.13909121374382588,Waterworld,1995,Adventure,372
1334,3.1333333333333333,15,-0.3861137145196273,White Man's Burden,1995,Drama,1671
1344,3.6315789473684212,19,0.14160988842200997,Wild Bill,1995,Action,480
1356,3.8780487804878048,82,0.20996830022890403,The Browning Version,1994,Drama,156
1372,3.265957446808511,47,-0.35157528532562815,Bushwhacked,1995,Adventure,492
1374,3.75,72,0.13417691635425266,?????????? ???????,1994,Drama,708
1376,3.5,65,-0.07027515052753701,Before the Rain,1994,Drama,1928
1377,3.0859375,64,-0.43953508821591075,Before Sunrise,1995,Drama,1649
1380,3.477777777777778,90,-0.07662744076111387,Billy Madison,1995,Comedy,732
1387,3.7777777777777777,108,0.23174557573883942,The Babysitter,1995,Drama,1605
1388,2.759259259259259,27,-0.7075909129976781,Boys on the Side,1995,Comedy,900
1396,3.6176470588235294,51,0.00968045608125123,The Cure,1995,Drama,319
1544,2.888059701492537,67,-0.6375104205087261,Castle Freak,1995,Thriller,930
1663,3.7,40,0.09121162838873428,Circle of Friends,1995,Drama,829
1674,4.044642857142857,56,0.3567847684410376,Clerks,1994,Comedy,447
1805,3.230769230769231,39,-0.2705978764087415,Don Juan DeMarco,1994,Romance,592
1858,3.4166666666666665,6,-0.42716827179702527,Disclosure,1994,Drama,645
1917,3.0442477876106193,113,-0.5310047796674232,Dream Man,1995,Thriller,470
1918,3.0595238095238093,42,-0.4515881280249288,Drop Zone,1994,Action,2480
1954,3.789855072463768,69,0.146265035462045,Destiny Turns on the Radio,1995,Crime,532
1961,3.966386554621849,119,0.3332092984876475,Death and the Maiden,1994,Drama,1100
1967,3.625,36,0.06155497729798847,Dolores Claiborne,1995,Crime,272
1968,3.982905982905983,117,0.38373546170654105,Dumb and Dumber,1994,Comedy,610
1994,3.723684210526316,38,0.2210103669471812,????,1994,Comedy,277
2000,3.588888888888889,90,-0.0015581530542075081,Exotica,1994,Drama,589
2002,2.9743589743589745,39,-0.5117171329819238,Exit to Eden,1994,Thriller,1230
2003,3.1702127659574466,47,-0.31352689280990353,Ed Wood,1994,Comedy,558
2005,3.676470588235294,51,0.21280807604361623,French Kiss,1995,Comedy,837
2014,3.1666666666666665,15,-0.46597514932507433,Forget Paris,1995,Comedy,432
2018,3.4558823529411766,34,0.062132085773139306,Far from Home: The Adventures of Yellow Dog,1995,Action,651
2020,3.926470588235294,34,0.3097441776041682,A Goofy Movie,1995,Romance,1795
2021,3.0833333333333335,30,-0.5325516891912162,Hideaway,1995,Drama,426
2033,3.0416666666666665,12,-0.475880817084418,Fluke,1995,Drama,1481
2034,3.2222222222222223,9,-0.31461138364790125,Farinelli,1994,History,906
2046,3.823529411764706,17,0.21394440516266655,Gordy,1995,Drama,762
2054,2.7434210526315788,76,-0.7331067052988077,Gumby: The Movie,1995,Fantasy,1052
2064,4.392857142857143,42,0.7219625510030827,The Glass Shield,1994,Drama,851
2078,3.739130434782609,46,0.18763281062518838,Hoop Dreams,1994,Documentary,2283
2080,3.6862745098039214,51,0.08023951701473606,Heavenly Creatures,1994,Drama,250
2081,3.6794871794871793,78,0.10920775890482037,Houseguest,1995,Comedy,845
2085,3.3780487804878048,41,-0.165259983813946,Immortal Beloved,1994,Drama,1392
2086,5.0,1,0.6519607843137258,Heavyweights,1995,Comedy,485
2087,3.6315789473684212,38,0.09708087911777488,The Hunted,1995,Action,931
2091,4.0,3,0.16388504009740945,I.Q.,1994,Comedy,1014
2094,3.265625,32,-0.3038333162626331,Interview with the Vampire,1994,Horror,172
2096,3.7,35,0.14673570117107929,Jefferson in Paris,1995,Drama,337
2100,3.1634615384615383,52,-0.4144083042307472,The Jerky Boys,1995,Comedy,1284
2102,4.285714285714286,7,0.5660186206828939,Junior,1994,Comedy,457
2109,3.696078431372549,51,0.04339871841703296,Just Cause,1995,Action,504
2110,3.3666666666666667,15,-0.283923323211242,A Kid in King Arthur's Court,1995,Adventure,331
2114,3.652173913043478,23,-0.10511909100772307,Kiss of Death,1995,Action,847
2115,3.7653061224489797,98,0.2182658256272877,Star Wars,1977,Adventure,30
2124,3.2857142857142856,35,-0.11653176117783143,Little Women,1994,Drama,1486
2140,3.6785714285714284,28,0.05906928765664383,A Little Princess,1995,Drama,1101
2141,3.3653846153846154,26,-0.0652332242054776,Ladybird Ladybird,1994,Drama,833
2143,3.3666666666666667,15,-0.17839702409558245,L'Enfer,1994,Crime,413
2144,3.8260869565217392,46,0.3118810249513368,Como agua para chocolate,1992,Drama,1576
2161,3.3026315789473686,38,-0.2265675502951442,Legends of the Fall,1994,Adventure,290
2174,3.4375,104,-0.13371919209220093,Major Payne,1995,Adventure,612
2194,3.91025641025641,78,0.2877406221196126,Little Odessa,1994,Action,714
2248,3.9361702127659575,47,0.26668755298037344,Mi Vida Loca,1994,Crime,657
2263,3.375,8,-0.2687566372619073,Love Affair,1994,Drama,377
2268,3.861842105263158,76,0.1864373506440882,Losing Isaiah,1995,Drama,1075
2289,4.204545454545454,44,0.561504319450393,The Madness of King George,1994,Comedy,1198
2348,3.4545454545454546,11,-0.15631483044359892,Frankenstein,1994,Drama,983
2371,3.375,28,-0.16917084589649664,Man of the House,1995,Action,1074
2403,3.4722222222222223,18,0.038885875580359434,Mixed Nuts,1994,Comedy,695
2406,3.5846153846153848,65,0.04406345976694404,Milk Money,1994,Comedy,522
2409,3.4705882352941178,17,0.03198755243091867,Miracle on 34th Street,1994,Fantasy,937
2454,3.6785714285714284,14,0.018330985916298146,Miami Rhapsody,1995,Comedy,382
2467,4.239130434782608,23,0.5456007637356193,My Family,1995,Comedy,1252
2551,3.75,12,0.0535185675629819,Murder in the First,1995,Crime,720
2616,2.6296296296296298,27,-0.8362101847151818,Nobody's Fool,1994,Drama,795
2628,3.199275362318841,138,-0.4083174483391925,Nell,1994,Drama,272
2640,3.433333333333333,75,-0.13810964851548405,New Jersey Drive,1995,Crime,1575
2659,4.0,3,0.04391877402108646,New York Cop,1993,Action,874
2683,3.2723214285714284,112,-0.27287768097389964,Beyond Bedlam,1994,Horror,816
2699,2.911290322580645,62,-0.5353389758293503,Nemesis 2 - Nebula,1995,Science Fiction,708
2723,3.111111111111111,36,-0.3556647993588763,Nina Takes a Lover,1995,Drama,99
2734,3.3333333333333335,18,-0.42734939675702915,Natural Born Killers,1994,Crime,318
2770,3.0686274509803924,51,-0.5187069582233713,Only You,1994,Comedy,810
2788,4.090909090909091,22,0.43477406534233154,Once Were Warriors,1994,Drama,579
2791,3.8207547169811322,106,0.1916671678797728,Poison Ivy II: Lily,1996,Drama,1629
2795,3.683333333333333,30,0.11734532199893491,Outbreak,1995,Action,1783
2797,3.8317757009345796,107,0.23783246968847543,Léon,1994,Thriller,65
2804,4.046666666666667,75,0.45278100726362636,The Perez Family,1995,Comedy,477
2822,2.9,10,-0.6145167161267499,A Pyromaniac's Love Story,1995,Comedy,393
2867,3.25,10,-0.23724667675648062,Pulp Fiction,1994,Thriller,91
2872,3.8125,16,0.20602189866059487,Panther,1995,Drama,1530
2877,3.111111111111111,9,-0.457199115070185,Pushing Hands,1992,Comedy,1503
2902,2.375,4,-1.219558261307136,Priest,1994,Drama,338
2903,1.8333333333333333,3,-2.0115870005707097,Quiz Show,1994,History,600
2916,3.5625,104,-0.0036741657651632007,Picture Bride,1995,Drama,988
2918,4.007518796992481,133,0.4099841022534931,La Reine Margot,1994,Drama,308
2986,2.763157894736842,19,-0.6747586792064673,The Quick and the Dead,1995,Action,1474
2987,3.6666666666666665,108,0.09828530563595894,Roommates,1995,Drama,89
2991,3.625,24,-0.026725215981099965,Prêt-à-Porter,1994,Drama,1427
3016,3.7333333333333334,15,0.16415959043564363,Trois couleurs : Rouge,1994,Drama,474
3034,3.7586206896551726,29,0.2528105164492339,Trois couleurs : Bleu,1993,Drama,381
3039,3.625,48,0.1504441970061078,Trois couleurs : Blanc,1994,Comedy,842
3040,3.4166666666666665,6,-0.10450599532733255,Pao Da Shuang Deng,1994,Drama,553
3060,3.9285714285714284,21,0.30571774799121665,Rent-a-Kid,1995,Comedy,486
3071,4.2272727272727275,11,0.3381818873404194,Relative Fear,1995,Horror,395
3101,3.673469387755102,49,0.0455742318944556,Stuart Saves His Family,1995,Comedy,2129
3104,3.9655172413793105,29,0.43350752854244534,The Swan Princess,1994,Animation,668
3108,3.635135135135135,37,0.0653548890062569,The Secret of Roan Inish,1994,Drama,697
3169,3.3461538461538463,13,-0.40622648363569386,The Specialist,1994,Action,949
3208,1.75,6,-1.5300473124408622,Stargate,1994,Action,1054
3210,3.6153846153846154,52,0.027299895887535376,The Santa Clause,1994,Fantasy,1841
3251,3.85,10,0.041021740567537934,The Shawshank Redemption,1994,Drama,1202
3255,3.4473684210526314,57,-0.04457956443055702,Shallow Grave,1994,Crime,968
3263,3.3793103448275863,29,-0.06214068758685119,Suture,1993,Drama,787
3265,4.1,10,0.4286352782509528,Fresa y chocolate,1993,Comedy,682
4006,3.5,9,-0.1919602672244223,Swimming with Sharks,1994,Crime,1281
3,3.1610169491525424,59,-0.4219575005793996,The Sum of Us,1994,Comedy,223
104,3.2925531914893615,94,-0.260441387971642,Senior Trip,1995,Comedy,279
231,3.1107594936708862,158,-0.46814837639194046,??,1994,Drama,237
277,3.357142857142857,35,-0.2575117865396221,Tank Girl,1995,Action,1997
344,2.8714285714285714,175,-0.6559521963119737,Tales from the Crypt: Demon Knight,1995,Horror,1268
597,3.360544217687075,147,-0.19380699355357098,Star Trek: Generations,1994,Science Fiction,262
788,3.0808823529411766,68,-0.43039251319160426,Tales from the Hood,1995,Crime,289
1035,3.94375,80,0.3785962118368931,Tom & Viv,1994,Drama,1835
1193,4.256944444444445,144,0.5693261003460748,Village of the Damned,1995,Thriller,664
1221,4.385185185185185,135,0.693676755148161,Tommy Boy,1995,Comedy,1216
1247,4.123595505617978,89,0.4867323660442636,Vanya on 42nd Street,1994,Drama,1710
1393,3.69811320754717,106,0.14182060809558716,The Underneath,1995,Thriller,229
1485,3.1901408450704225,71,-0.3511903085085711,The Walking Dead,1995,Drama,3051
1682,3.886861313868613,137,0.25967073357810816,What's Eating Gilbert Grape,1993,Romance,623
1777,3.2357142857142858,70,-0.24282617887690192,Virtuosity,1995,Action,97
1784,3.7222222222222223,99,0.1415812342888618,While You Were Sleeping,1995,Comedy,1014
1923,3.5528455284552845,123,-0.024570829385253328,The War,1994,Drama,739
1997,3.7265625,64,0.17475920504251993,Double Happiness,1994,Comedy,518
2023,3.4,35,-0.10948205804772314,Muriel's Wedding,1994,Drama,1837
2273,3.558139534883721,43,0.031945447143001654,The Baby-Sitters Club,1995,Comedy,1264
2355,3.6095238095238096,105,0.07101046483484498,Ace Ventura: Pet Detective,1994,Comedy,478
2424,3.2416666666666667,60,-0.34608489353962574,"The Adventures of Priscilla, Queen of the Desert",1994,Drama,144
2502,3.9150943396226414,106,0.3109607306559342,Backbeat,1994,Drama,1218
2706,3.2972972972972974,111,-0.22192222860068192,Bitter Moon,1992,Thriller,1681
2997,3.9563492063492065,126,0.37184060105932404,Bullets Over Broadway,1994,Action,168
3114,3.844,125,0.2236837518745187,Clear and Present Danger,1994,Action,1224
3176,3.5,66,-0.15608256446829996,The Client,1994,Drama,224
3408,3.552941176470588,85,-0.012855966276706172,"Corrina, Corrina",1994,Comedy,143
3753,3.292307692307692,65,-0.26860236232560963,Crooklyn,1994,Comedy,176
3897,3.888888888888889,99,0.28084267559547593,The Crow,1994,Fantasy,992
3948,3.4431818181818183,88,-0.1048722646389102,Cobb,1994,Drama,1533
4014,3.7777777777777777,45,0.1773379831915808,The Flintstones,1994,Fantasy,800
4018,3.125,44,-0.3479723953449286,Forrest Gump,1994,Comedy,1520
